"version","title","beginnerNotes","normalNotes","hyperNotes","anotherNotes","leggendariaNotes","normalNotesDP","hyperNotesDP","anotherNotesDP","leggendariaNotesDP","beginnerLevel","normalLevel","hyperLevel","anotherLevel","leggendariaLevel","normalLevelDP","hyperLevelDP","anotherLevelDP","leggendariaLevelDP"
"14","Air Bell","-","499","687","868","-","455","642","794","-","-","5","6","8","-","5","7","8","-"
"14","ANDROMEDA II","-","501","982","1255","-","534","1084","-","-","-","5","9","10","-","5","10","-","-"
"14","Blind Justice ～Torn souls, Hurt Faiths～","-","679","1001","1245","-","618","950","1134","-","-","6","8","11","-","7","8","10","-"
"14","Candy Galy","-","800","1308","1798","-","642","863","1348","1872","-","7","10","12","-","6","8","12","12"
"14","CaptivAte～誓い～","-","677","1017","1127","-","710","1078","1319","-","-","6","9","10","-","6","9","11","-"
"14","CaptivAte～裁き～","214","435","663","897","-","422","822","1110","-","3","6","8","9","-","5","9","11","-"
"14","CROSSROAD ～Left Story～","-","574","883","1097","-","575","857","1047","-","-","5","8","10","-","6","8","10","-"
"14","Cyber Force","-","637","980","1200","-","610","929","1081","-","-","5","9","10","-","6","8","8","-"
"14","Fascination MAXX","-","508","876","1313","-","475","825","1167","-","-","9","11","12","-","9","10","12","-"
"14","FIRE FIRE","287","616","927","1405","-","616","962","1162","-","3","7","10","12","-","7","9","11","-"
"14","four-leaf","-","386","642","867","-","386","642","-","-","-","4","6","8","-","4","8","-","-"
"14","GOLD RUSH","282","608","764","1199","-","601","851","1186","-","3","7","9","11","-","6","8","10","-"
"14","GRID KNIGHT","-","423","1012","1328","1744","813","1056","1396","1855","-","6","8","10","12","7","8","10","12"
"14","heaven above","-","418","711","928","-","419","706","921","-","-","5","7","9","-","5","7","9","-"
"14","High School Love","204","438","788","1106","-","439","771","1123","-","2","4","6","9","-","5","7","9","-"
"14","INORI","-","701","1330","1614","-","699","1241","1730","-","-","6","10","11","-","6","9","12","-"
"14","KAMAITACHI","-","647","1039","1368","2000","1005","1335","1662","2000","-","6","9","11","12","8","10","12","12"
"14","LASER CRUSTER","-","732","1250","1644","-","696","1254","1721","-","-","7","11","12","-","7","11","12","-"
"14","Love Again...","-","293","400","538","-","396","533","-","-","-","3","4","5","-","4","5","-","-"
"14","Make Me Your Own","-","451","836","1086","-","451","836","1115","-","-","5","9","10","-","4","9","11","-"
"14","METALLIC MIND","-","451","735","832","-","451","736","-","-","-","4","8","9","-","5","7","-","-"
"14","never...","-","414","691","915","-","413","690","-","-","-","4","7","8","-","4","6","-","-"
"14","op.31 叙情","-","319","699","836","-","334","714","858","-","-","4","9","10","-","6","11","12","-"
"14","PHOTONGENIC","-","701","1002","1162","-","747","1086","1409","-","-","7","10","10","-","7","9","11","-"
"14","Roulette","-","458","741","1073","-","459","753","1075","-","-","5","8","10","-","5","8","10","-"
"14","Second Heaven","112","500","787","1069","-","500","704","1069","-","1","5","8","11","-","6","8","11","-"
"14","Sense 2007","-","788","1179","1517","-","792","1179","1474","-","-","9","11","12","-","9","12","12","-"
"14","smile","-","744","1107","1464","-","766","1145","1628","-","-","7","9","11","-","7","9","12","-"
"14","snow storm","118","403","1173","1409","1709","407","1173","1750","-","1","4","9","10","12","4","10","12","-"
"14","the shadow","-","618","1084","1480","-","616","1090","1394","-","-","6","9","11","-","5","9","11","-"
"14","The Smile of You","-","472","658","815","-","523","697","904","-","-","4","7","8","-","4","6","7","-"
"14","TRANOID","-","414","929","1141","1546","449","947","1141","1563","-","5","10","11","12","6","10","12","12"
"14","VANESSA","-","591","938","1228","1771","588","938","1297","1633","-","8","11","12","12","7","11","12","12"
"14","Watch out!!","-","377","544","837","-","377","544","-","-","-","4","6","9","-","4","6","-","-"
"14","With your Smile","-","366","597","788","-","362","616","786","-","-","4","6","8","-","4","7","8","-"
"14","2hot2eat","-","307","612","854","-","311","635","904","-","-","4","7","9","-","4","9","10","-"
"14","クルクル☆ラブ～Opioid Peptide MIX～","216","500","766","1144","-","538","816","1182","-","2","5","8","10","-","5","8","10","-"
"14","零 - ZERO -","110","596","912","1162","-","601","909","1154","-","1","6","8","9","-","6","8","10","-"
"14","電人、暁に斃れる。","335","785","1255","1725","-","775","1207","1732","-","3","7","10","12","-","7","10","12","-"
"14","花吹雪 ～ IIDX LIMITED ～","-","367","573","719","-","493","615","838","-","-","4","6","8","-","5","7","8","-"
"14","星をこの手に","-","614","933","1099","-","609","962","1267","-","-","7","9","10","-","6","9","10","-"
"14","ヨシダさん","-","470","728","987","-","523","739","1003","-","-","5","7","9","-","5","6","8","-"
"14","リグレット","-","666","887","1223","-","661","888","-","-","-","6","8","10","-","6","8","-","-"
"15","Anisakis -somatic mutation type""Forza""-","-","631","1089","1443","1971","637","1291","1603","1956","-","6","10","11","12","6","10","12","12"
"15","avant-guerre","-","390","694","982","-","390","694","982","-","-","4","7","10","-","5","9","10","-"
"15","Be OK","-","479","902","1215","1679","492","1063","1717","-","-","5","8","10","11","6","9","12","-"
"15","beatonic nation","-","640","955","1093","-","664","999","1259","-","-","5","8","9","-","5","7","10","-"
"15","Blue Rain","174","514","812","1149","1702","587","803","1037","1662","2","6","8","11","12","6","7","10","12"
"15","Darling my LUV","-","354","512","695","-","345","576","-","-","-","4","6","8","-","5","7","-","-"
"15","Dazzlin' Darlin","172","455","704","1115","-","433","696","1052","-","2","4","7","10","-","5","7","11","-"
"15","Digitank System","-","480","815","1096","-","482","813","1175","-","-","6","9","11","-","5","8","10","-"
"15","Do it!! Do it!!","-","538","816","987","-","435","736","982","-","-","8","10","11","-","5","10","12","-"
"15","end of world","-","523","924","1268","-","523","924","1357","-","-","6","9","10","-","5","10","11","-"
"15","four pieces of heaven","-","481","988","1225","1518","481","965","1264","1560","-","5","10","11","12","6","10","12","12"
"15","Freeway Shuffle","173","411","650","949","-","416","669","916","-","2","4","7","10","-","5","8","9","-"
"15","ICARUS","-","694","1097","1301","2000","687","1038","1336","2000","-","7","10","12","12","7","10","12","12"
"15","in the Sky","-","697","1079","1279","-","681","1040","1241","-","-","7","9","11","-","7","10","11","-"
"15","Kick Out 仮面","-","596","800","1022","-","599","842","1356","-","-","5","7","9","-","5","7","10","-"
"15","LOVELY STORM","-","679","1105","1429","-","733","1249","1418","-","-","6","9","10","-","7","10","11","-"
"15","madrugada","-","363","631","945","-","319","623","942","-","-","4","7","10","-","3","7","10","-"
"15","MAX LOVE","-","730","1100","1348","-","752","1130","1572","-","-","5","8","10","-","7","9","10","-"
"15","MENDES","-","573","1353","1831","-","569","1231","1922","-","-","6","11","12","-","6","10","12","-"
"15","MENTAL MELTDOWN","-","609","1176","1443","-","607","1024","1335","-","-","6","10","11","-","6","9","11","-"
"15","NEW GENERATION -もう、お前しか見えない-","-","541","1011","1342","1895","556","969","1278","1834","-","5","9","10","12","6","9","11","12"
"15","oratio","-","747","1056","1493","-","706","1061","1406","-","-","7","10","12","-","7","9","12","-"
"15","PARANOiA ～HADES～","-","558","954","1395","-","600","989","1532","-","-","7","11","12","-","8","11","12","-"
"15","PROMISE FOR LIFE","-","305","753","875","-","286","570","746","-","-","3","7","8","-","4","6","8","-"
"15","REMINISCENCE","-","643","939","1183","-","643","946","1183","-","-","6","9","10","-","6","9","11","-"
"15","Rising in the Sun(original mix)","-","477","864","1202","-","477","839","1187","-","-","5","9","11","-","5","9","11","-"
"15","Ristaccia","-","609","1032","1386","-","400","936","1174","1265","-","6","9","12","-","5","8","10","11"
"15","satellite020712 from ""CODED ARMS""","-","680","983","1293","-","831","1199","1656","-","-","6","9","11","-","8","10","12","-"
"15","satfinal","-","548","722","963","-","545","805","1016","-","-","5","7","9","-","6","8","10","-"
"15","scar in the earth","-","335","565","766","-","383","592","831","-","-","4","5","8","-","4","7","9","-"
"15","soldier's waltz","-","416","818","1264","-","404","807","1386","-","-","5","9","10","-","4","9","11","-"
"15","SOUND OF GIALLARHORN","257","708","1405","1668","-","704","1227","1599","-","2","6","10","11","-","6","9","10","-"
"15","State Of The Art","-","552","790","1570","-","541","806","1756","-","-","5","8","11","-","6","8","12","-"
"15","STEEL NEEDLE","-","560","1121","1269","1701","575","1103","1367","1676","-","6","10","11","12","6","10","11","12"
"15","switch","-","407","790","1069","-","407","790","1069","-","-","5","9","11","-","5","9","11","-"
"15","THE DEEP STRIKER","274","556","1150","1528","1778","622","1133","1451","1728","2","6","10","11","12","5","10","11","12"
"15","the trigger of innocence","-","451","592","924","1558","597","1019","1527","2032","-","5","7","9","11","6","9","10","12"
"15","Time to Air","-","640","1064","1458","1888","634","985","1325","1864","-","6","10","11","12","7","9","11","12"
"15","TRIP MACHINE PhoeniX","-","353","842","935","-","333","762","929","-","-","6","9","10","-","6","9","11","-"
"15","TROOPERS","-","625","1216","1496","-","625","1197","1616","-","-","6","10","12","-","6","10","12","-"
"15","Übertreffen","-","555","1019","1280","1655","536","953","1171","1583","-","6","10","11","12","7","10","11","12"
"15","Wanna Party?","-","386","599","762","1300","329","616","910","1326","-","4","7","8","11","3","6","9","12"
"15","2 tribe 4 K","-","452","684","1402","-","419","666","1233","-","-","5","7","11","-","5","7","10","-"
"15","エコ爺","174","424","678","923","-","424","678","922","-","2","4","6","9","-","4","6","9","-"
"15","高高度降下低高度開傘","-","466","777","1005","-","475","842","1204","-","-","5","8","9","-","5","9","10","-"
"15","少年A","-","642","1144","1449","-","681","1150","1356","-","-","6","10","12","-","6","10","12","-"
"15","走馬灯 -The Last Song-","-","258","464","673","-","258","465","-","-","-","3","4","7","-","3","5","-","-"
"15","華爛漫 -Flowers-","169","510","804","1029","1597","592","801","1011","1719","2","6","8","10","12","7","9","10","12"
"15","マチ子の唄","-","418","662","901","-","428","636","879","-","-","4","6","8","-","4","7","9","-"
"15","ミラージュ・レジデンス","-","575","1097","1345","1676","575","1073","1537","-","-","5","9","10","12","6","10","12","-"
"16","ALL I NEED YOUR LOVE","-","559","873","1081","-","559","873","1081","-","-","5","7","9","-","6","7","9","-"
"16","ALL MY TURN -このターンに、オレの全てを賭ける-","-","533","971","1314","-","606","944","1224","-","-","6","9","11","-","6","9","11","-"
"16","Arabian Rave Night","-","655","1166","1504","1888","655","1161","1605","1991","-","6","10","11","12","6","10","11","12"
"16","B4U(BEMANI FOR YOU MIX)","-","615","1205","1810","2360","764","1189","1519","1986","-","6","9","11","12","7","9","11","12"
"16","Bahram Attack-猫叉Master Remix-","-","535","997","1314","1640","618","1051","1443","1709","-","4","9","10","11","5","9","11","11"
"16","BITTER CHOCOLATE STRIKER","-","564","1142","1990","-","564","1141","1574","2038","-","5","10","12","-","5","10","11","12"
"16","BRIDAL FESTIVAL !!!","-","502","764","1077","-","590","820","970","-","-","4","7","9","-","5","8","9","-"
"16","CaptivAte2～覚醒～","123","564","894","1221","-","493","805","1235","-","1","6","9","11","-","5","9","11","-"
"16","Colorful Cookie","338","570","1143","1773","-","716","1220","1811","-","3","5","10","12","-","7","10","12","-"
"16","Cyber Force -DJ Yoshitaka Remix-","-","553","944","1278","-","694","1079","1292","-","-","5","9","10","-","6","9","10","-"
"16","Flash Back 90's","-","467","964","1179","1470","526","815","1001","1318","-","4","8","10","11","5","8","9","10"
"16","Fly Above","-","482","815","1016","-","412","894","1061","-","-","5","6","8","-","5","8","9","-"
"16","Go Beyond!!","276","547","899","1166","-","528","822","1087","-","3","6","10","12","-","6","10","12","-"
"16","HYPERION","-","572","1072","1385","-","572","1047","1391","-","-","6","9","11","-","6","9","11","-"
"16","I'm Screaming LOVE","-","308","666","851","-","456","605","913","-","-","4","6","7","-","5","7","9","-"
"16","Jack","-","465","714","1086","-","466","852","1252","-","-","5","7","10","-","5","8","11","-"
"16","Just a Little Smile","-","415","683","1272","-","496","878","1276","-","-","4","8","11","-","5","8","11","-"
"16","Kung-fu Empire","-","760","1327","1657","1999","607","1301","1659","1999","-","6","10","11","12","6","10","11","12"
"16","Marie Antoinette","-","558","1018","1312","1618","478","901","1385","1500","-","6","9","11","12","6","9","11","11"
"16","Mind Mapping","261","443","627","923","1135","353","667","937","1295","3","4","7","9","10","4","7","8","11"
"16","Monkey Dance '09","-","437","895","1142","-","437","870","1257","-","-","4","8","10","-","4","8","11","-"
"16","NΦ CRIME","147","414","736","951","1211","526","846","1012","1285","2","4","7","9","10","5","8","9","11"
"16","naughty girl@Queen's Palace","-","433","869","1088","1380","433","698","853","1276","-","5","9","11","11","5","8","10","11"
"16","neogenesis","-","504","682","864","1180","476","675","1034","1390","-","4","6","9","11","5","7","9","11"
"16","Programmed World","-","476","910","1161","-","476","941","1181","-","-","5","9","11","-","5","10","11","-"
"16","Punch Love♡仮面","-","565","888","1269","1636","692","1028","1355","1771","-","5","8","10","11","6","9","10","12"
"16","Queen's Tragedy","-","428","872","1135","-","431","812","1012","-","-","4","8","10","-","4","8","9","-"
"16","Secrets","-","638","1253","1592","2116","637","1195","1797","1951","-","6","9","11","12","5","10","11","12"
"16","smooooch・∀・","199","418","830","1089","1436","448","813","1166","1475","2","4","8","10","11","5","8","10","11"
"16","SOLITON BEAM","-","741","1071","1187","-","710","1138","1366","-","-","6","9","10","-","7","10","11","-"
"16","THANK YOU FOR PLAYING","-","412","858","1090","1534","437","863","1107","1182","-","5","9","10","12","5","8","10","11"
"16","THE SHINING POLARIS(kors k mix)","-","664","1061","1645","-","656","1006","1631","-","-","6","9","11","-","6","9","11","-"
"16","thunder HOUSE NATION Remix","-","544","838","1242","1954","577","840","1296","1873","-","5","7","9","12","5","8","10","12"
"16","Turii ～Panta rhei～","186","449","1051","1347","-","440","1006","1280","-","2","4","9","10","-","4","8","10","-"
"16","V₂","400","751","1620","1810","-","746","1408","1686","-","3","6","10","11","-","5","10","11","-"
"16","Y&Co. is dead or alive","-","569","921","1478","-","549","936","1414","-","-","5","9","12","-","5","10","12","-"
"16","You'll say ""Now!""","-","629","962","1276","-","537","940","1299","-","-","6","10","11","-","7","10","11","-"
"16","3y3s","280","772","1306","1871","-","804","1461","1882","-","3","7","10","12","-","8","10","12","-"
"16","翼","-","454","765","988","1258","503","838","1086","1447","-","4","7","9","10","5","8","9","11"
"16","鉄甲乙女-under the steel-","-","474","826","1098","-","534","850","1220","-","-","4","7","10","-","5","9","10","-"
"16","天空脳番長危機十六連打","-","525","1115","1323","-","525","1087","1309","-","-","5","10","11","-","5","10","11","-"
"16","ハリツヤランデヴー","-","482","1078","1251","-","482","939","1248","-","-","5","8","10","-","5","8","10","-"
"16","卑弥呼","-","643","1442","2119","-","640","1396","2194","-","-","6","11","12","-","7","11","12","-"
"16","不沈艦CANDY","306","601","1014","1682","-","601","1018","1486","-","3","6","9","12","-","6","9","11","-"
"16","まほろば","-","398","737","1033","-","445","708","1127","-","-","5","7","9","-","5","8","11","-"
"16","ミッドナイト堕天使","-","500","827","1398","-","548","895","1552","-","-","5","7","11","-","5","8","12","-"
"16","山岡晃の「クイズ！家事都合！」","-","339","700","1035","-","452","772","1012","-","-","4","7","10","-","5","8","10","-"
"16","凛として咲く花の如く","198","672","1087","1398","1595","659","1094","1443","1766","2","6","9","10","11","6","9","10","12"
"17","AIR RAID FROM THA UNDAGROUND","276","592","952","1189","1523","587","944","1225","1503","3","7","9","11","12","6","9","11","12"
"17","Almagest","-","519","1146","1629","-","506","1117","1764","-","-","7","11","12","-","6","11","12","-"
"17","Bad Maniacs","-","667","989","1656","-","573","1074","1606","-","-","7","10","12","-","7","10","12","-"
"17","bass 2 bass","141","366","638","970","-","472","888","1085","-","1","4","7","10","-","5","7","10","-"
"17","beatchic☆仮面～好き、でいさせて～","-","507","836","1017","-","524","987","1190","-","-","5","8","9","-","5","8","10","-"
"17","BEAUTIFUL ANGEL","-","321","921","1254","-","433","954","1444","-","-","4","8","10","-","5","8","10","-"
"17","being torn the sky","-","331","613","998","-","278","555","864","-","-","4","7","10","-","3","7","9","-"
"17","bloomin' feeling","198","643","980","1313","-","646","1109","1384","-","2","7","9","11","-","6","10","11","-"
"17","CaptivAte～裁き～(SUBLIME TECHNO MIX)","-","523","837","1231","-","530","847","1151","-","-","6","8","10","-","5","8","10","-"
"17","D","-","770","1004","1313","-","598","1021","1257","-","-","8","10","11","-","6","10","11","-"
"17","DAWN -THE NEXT ENDEAVOUR-","-","831","1369","1577","-","871","1393","1615","-","-","7","9","11","-","8","9","10","-"
"17","Dazzlin' Darlin-秋葉工房mix-","-","403","767","1053","-","474","818","1140","-","-","4","8","10","-","5","8","11","-"
"17","DESIRE","-","477","1004","1446","-","531","872","1327","-","-","5","9","11","-","5","8","10","-"
"17","Do Back Burn","-","364","728","1078","-","456","788","1096","-","-","4","7","10","-","5","9","10","-"
"17","DOMINION","-","635","1194","1636","-","601","1180","1631","-","-","7","10","12","-","5","10","12","-"
"17","DROP","-","435","1115","1337","-","390","977","1268","-","-","4","9","11","-","4","8","11","-"
"17","Elisha","217","462","754","1152","-","481","822","1390","-","2","6","10","11","-","5","9","11","-"
"17","Empire State Glory","-","563","928","1329","-","596","1041","1351","-","-","6","9","11","-","6","10","11","-"
"17","eRAseRmOToRpHAntOM","-","787","1340","1686","-","788","1281","1798","-","-","7","10","12","-","8","10","12","-"
"17","Evans","304","628","1121","1440","-","679","1046","1438","-","3","6","11","12","-","7","10","12","-"
"17","EXUSIA","-","628","1417","1964","-","887","1392","1980","-","-","6","10","12","-","8","10","12","-"
"17","G59","-","906","1210","2000","-","652","1210","2000","-","-","7","10","12","-","6","11","12","-"
"17","GALGALIM","-","733","1036","1208","-","708","979","1197","-","-","6","10","11","-","7","10","12","-"
"17","GOLDEN CROSS","-","559","1072","1765","-","619","970","1529","-","-","5","9","12","-","6","8","12","-"
"17","Hydrogen Blueback","-","520","862","1170","1241","573","877","1165","1241","-","5","8","10","11","5","8","10","11"
"17","IN THE NAME OF LOVE","273","381","718","975","-","371","722","976","-","3","4","7","9","-","4","8","10","-"
"17","Keep it-秋葉工房mix-","-","521","867","942","-","380","775","1204","-","-","5","9","10","-","5","9","11","-"
"17","Last Burning","-","443","840","1197","-","434","840","1059","-","-","5","7","10","-","4","7","9","-"
"17","Light Shine","-","415","582","988","-","559","898","1361","-","-","5","7","10","-","5","9","11","-"
"17","MIRACLE MEETS","-","488","807","1128","-","471","857","1051","-","-","6","9","11","-","6","9","10","-"
"17","mosaic","-","754","1035","1509","-","728","845","1348","-","-","7","10","12","-","7","8","11","-"
"17","NEW SENSATION -もう、あなたしか見えない-","-","641","1045","1357","-","650","1022","1574","-","-","6","10","11","-","6","9","11","-"
"17","NoN-Fiction Story!","-","360","703","1112","-","471","713","1007","-","-","4","7","10","-","4","7","9","-"
"17","Programmed Sun","-","563","960","1309","-","371","885","1135","-","-","6","9","11","-","4","9","10","-"
"17","quell～the seventh slave～","-","490","926","1646","-","638","944","1752","-","-","4","9","12","-","7","9","12","-"
"17","Raison d'être～交差する宿命～","-","614","1184","1389","-","564","1028","1836","-","-","5","10","11","-","6","10","12","-"
"17","Red. by Full Metal Jacket","-","517","1062","1643","-","517","1015","1564","-","-","6","10","12","-","6","9","12","-"
"17","Roots of my way!","-","447","683","1025","-","500","683","1025","-","-","4","7","9","-","5","7","9","-"
"17","Session 1 -Genesis-","-","472","841","1240","-","638","871","1170","-","-","6","9","11","-","8","9","11","-"
"17","She is my wife","217","358","801","1002","-","356","795","1020","-","3","5","9","10","-","5","9","10","-"
"17","SOLID STATE SQUAD","-","539","1188","1819","1868","539","1188","1913","2033","-","5","10","12","12","5","11","12","12"
"17","Sorrows","-","410","848","1241","-","466","880","1274","-","-","5","8","10","-","5","8","11","-"
"17","Special One","-","435","618","895","-","415","625","900","-","-","5","7","9","-","5","8","9","-"
"17","THE LAST STRIKER","-","721","995","1327","-","707","1016","1342","-","-","6","8","11","-","6","8","10","-"
"17","The Story Begins","-","428","925","1232","-","729","1117","1480","-","-","4","8","10","-","6","9","11","-"
"17","かずあそび","-","265","600","852","-","352","689","910","-","-","3","6","8","-","4","7","9","-"
"17","コスモス","-","458","762","1049","-","471","778","1012","-","-","5","8","9","-","5","8","9","-"
"17","サヨナラ・ヘヴン","190","476","709","855","-","644","815","957","-","2","4","6","8","-","6","7","8","-"
"17","水上の提督(Short mix from ""幻想水滸伝V"")","-","357","868","1073","-","357","940","1147","-","-","4","8","10","-","3","9","10","-"
"17","たからもの","-","646","943","1123","1786","636","908","1521","1846","-","6","8","9","11","5","7","10","11"
"17","バビロニア","-","422","705","940","-","412","590","951","-","-","4","7","8","-","4","6","8","-"
"17","未来のプリズム","-","351","701","893","-","341","698","967","-","-","4","7","9","-","4","8","10","-"
"17","ワルツ第17番 ト短調""大犬のワルツ""","-","669","1214","1684","-","640","1259","2290","-","-","6","10","12","-","6","10","12","-"
"18","Aegis","-","459","717","1202","-","444","728","1109","-","-","6","8","11","-","5","8","10","-"
"18","ALBIDA","267","560","1013","1530","-","568","958","1393","-","3","6","10","12","-","6","9","11","-"
"18","Answer","-","393","748","1224","-","463","738","1142","-","-","4","7","10","-","5","7","9","-"
"18","ANTHEM LANDING","-","489","987","1484","-","555","1164","1258","-","-","5","9","11","-","6","10","11","-"
"18","Believe In Me","-","533","962","1213","-","502","916","1200","-","-","5","9","11","-","5","9","11","-"
"18","BLUST OF WIND","-","427","810","1080","1335","394","784","1113","1451","-","5","8","10","11","5","8","10","11"
"18","Bounce Bounce Bounce","-","560","909","1293","-","507","874","1230","-","-","5","9","11","-","5","9","11","-"
"18","Breaking the ground","-","598","899","1274","-","556","866","1265","-","-","5","8","10","-","5","8","10","-"
"18","Broken","-","543","1039","1598","-","551","1096","1420","-","-","5","9","12","-","5","9","12","-"
"18","BROKEN EDEN","-","542","917","1182","-","560","992","1235","-","-","6","9","11","-","6","10","11","-"
"18","Dances with Snow Fairies","-","743","1165","1623","2135","739","1183","1848","2156","-","7","10","12","12","7","10","12","12"
"18","DAYDREAMER","-","598","885","1265","-","585","822","1304","-","-","6","8","10","-","6","8","10","-"
"18","Destiny Sword","-","455","923","1213","-","453","829","1254","-","-","5","9","11","-","5","9","11","-"
"18","DM STAR～関西 energy style～","-","562","979","1206","-","637","1109","1474","-","-","6","9","10","-","6","9","11","-"
"18","Energy Drive","-","448","763","1122","-","452","835","1230","-","-","6","8","11","-","6","8","11","-"
"18","Eternal Tears","-","222","551","691","-","266","485","691","-","-","2","5","7","-","2","5","7","-"
"18","Everlasting Resort","-","448","669","959","-","472","750","1058","-","-","4","7","10","-","5","7","10","-"
"18","Fantasia","122","201","781","1123","-","309","783","1216","-","1","3","8","10","-","4","8","10","-"
"18","Golden Palms","-","377","758","1036","1240","503","853","1185","1264","-","5","8","10","11","5","9","10","11"
"18","I FIGHT ME","-","315","718","1068","-","366","781","1172","-","-","3","7","9","-","4","7","10","-"
"18","Kailua","-","268","708","1125","-","429","740","1120","-","-","5","9","11","-","4","9","12","-"
"18","Let The Track Flow","-","571","943","1367","-","534","903","1380","-","-","6","9","11","-","5","8","11","-"
"18","Medicine of love","-","331","558","866","-","328","502","857","-","-","4","6","9","-","4","6","9","-"
"18","Mermaid girl","295","500","856","1113","-","629","1003","1310","-","3","5","8","10","-","6","8","10","-"
"18","Never Fade Away","-","398","907","1535","-","529","1104","1598","-","-","4","8","11","-","5","9","11","-"
"18","New Castle Legions","-","510","1042","1418","-","478","990","1587","-","-","6","10","12","-","6","10","12","-"
"18","PARADISE LOST","-","726","1217","1718","-","689","1106","1820","-","-","7","11","12","-","7","10","12","-"
"18","passionate fate","-","589","832","1075","-","573","840","1295","-","-","6","8","10","-","6","9","11","-"
"18","perditus†paradisus","-","658","1345","2065","-","665","1341","2109","-","-","7","11","12","-","7","11","12","-"
"18","Programmed Life","-","557","921","1206","-","551","931","1291","-","-","6","9","10","-","6","9","11","-"
"18","reunion","281","708","1239","1677","-","822","1243","1893","-","3","8","11","12","-","8","11","12","-"
"18","Rock Da House","-","456","836","1128","-","453","794","1150","-","-","5","9","11","-","5","8","10","-"
"18","SABER WING","-","282","952","1438","-","372","928","1549","-","-","5","9","11","-","5","9","12","-"
"18","Sakura Reflection","-","242","815","1190","-","511","879","1395","-","-","3","9","11","-","6","9","11","-"
"18","sakura storm","-","529","675","1225","-","550","913","1498","-","-","5","8","12","-","6","10","12","-"
"18","Session 9 -Chronicles-","-","393","1238","1852","-","512","1184","1731","-","-","5","10","12","-","5","10","12","-"
"18","Space Time","-","317","867","1114","-","478","896","1359","-","-","4","8","10","-","4","8","11","-"
"18","SPECIAL SUMMER CAMPAIGN!","-","358","833","1509","-","601","1097","1526","-","-","4","8","12","-","6","10","12","-"
"18","Stay my side","-","325","541","678","-","301","498","689","-","-","4","6","8","-","4","6","7","-"
"18","STELLAR WIND","194","322","963","1370","-","523","930","1373","-","2","4","9","11","-","5","9","11","-"
"18","THE BLACK KNIGHT","-","470","1067","1488","-","518","1086","1490","-","-","5","10","11","-","6","10","12","-"
"18","THE DOOR INTO RAINBOW","-","409","873","1123","-","425","923","1289","-","-","4","8","10","-","4","9","11","-"
"18","THE FALLEN","-","468","780","1377","-","529","925","1235","-","-","5","8","11","-","5","9","11","-"
"18","Tropical April","-","827","1174","1395","-","636","1071","1388","-","-","8","10","11","-","6","9","11","-"
"18","Vermillion","-","272","598","1045","-","276","743","1091","-","-","5","7","10","-","5","8","10","-"
"18","Watch Out Pt.2","-","599","1029","1506","-","616","961","1322","-","-","6","9","12","-","6","9","11","-"
"18","WISE UP!","174","249","596","803","1320","284","487","792","1316","2","3","7","9","11","3","6","9","11"
"18","Wuv U","-","208","672","861","-","623","804","1089","-","-","3","8","10","-","7","9","11","-"
"18","XANADU OF TWO","-","505","882","1382","-","551","879","1329","-","-","5","8","10","-","5","8","10","-"
"18","ZETA～素数の世界と超越者～","167","307","1097","1583","-","557","1307","1847","-","2","4","9","11","-","6","10","12","-"
"18","おおきなこえで","-","230","502","754","1095","235","459","611","1067","-","3","5","7","10","3","5","7","10"
"18","かげぬい ～ Ver.BENIBOTAN ～","266","450","718","980","-","458","729","1076","-","3","5","7","9","-","5","7","10","-"
"18","黒髪乱れし修羅となりて","-","410","1077","1745","-","557","1234","1750","-","-","4","9","12","-","5","10","12","-"
"18","灼熱Beach Side Bunny","296","564","1025","1719","-","542","933","1692","-","3","7","10","12","-","6","10","12","-"
"18","旅人リラン","-","579","998","1345","-","617","1054","1475","-","-","6","9","11","-","6","10","12","-"
"18","中華急行","-","164","770","1167","-","433","811","1233","-","-","2","8","10","-","5","8","10","-"
"18","夕焼け ～Fading Day～","-","504","1067","1420","-","488","983","1314","-","-","5","9","11","-","5","9","11","-"
"19","Almace","-","432","660","1012","-","431","746","1153","-","-","4","8","10","-","4","8","11","-"
"19","ANAGRAMS I to Y","-","456","849","1245","-","437","863","1233","-","-","4","7","9","-","4","8","9","-"
"19","BLACK.by X-Cross Fade","-","518","1111","1738","-","547","1201","1761","-","-","6","10","12","-","6","10","12","-"
"19","CALL","-","185","441","735","1371","271","721","864","1426","-","2","5","8","11","2","8","8","11"
"19","Castle on the Moon","121","328","837","1231","-","329","818","1305","-","1","4","9","11","-","4","9","11","-"
"19","Change the World","-","412","714","931","-","549","913","1271","-","-","5","7","9","-","6","9","11","-"
"19","DIAVOLO","-","657","974","1745","-","657","1209","1832","-","-","6","9","12","-","7","10","12","-"
"19","Drive Me Crazy","-","361","704","1157","-","360","687","1254","-","-","4","7","10","-","4","7","10","-"
"19","Express Emotion","-","385","521","1271","-","395","654","1248","-","-","4","6","10","-","4","6","9","-"
"19","F","-","532","1099","1813","-","532","1258","1760","-","-","5","10","12","-","5","10","12","-"
"19","Far east nightbird","180","264","682","1025","-","373","738","1126","-","2","3","7","9","-","4","8","10","-"
"19","ƒƒƒƒƒ","-","431","1109","1624","-","611","1297","1703","-","-","4","10","12","-","5","10","12","-"
"19","Flip Flap","140","294","706","1137","-","293","662","1004","-","1","3","7","10","-","3","7","10","-"
